h3_cell,location_name,lat,lon,top_violation_details
8861892ecdfffff,"Dr APJ Abdul Kalam Marg, Sir CV Raman Circle, CV Raman Nagar",12.979320434586063,77.65478042016723,NO PARKING (113) | WRONG PARKING (112)
8861892ed1fffff,"1st Cross Road, Ranka Court, Halasuru",12.97187007184874,77.62784282478991,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892ed3fffff,"Midford Garden Lane, Craig Park Layout, Ashok Nagar",12.972940981296375,77.61920688945018,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892ed5fffff,"Old Madras Road, Tamarikannan Junction, Halasuru",12.979207448866847,77.62991832847328,WRONG PARKING (112) | NO PARKING (113) | PARKING IN A MAIN ROAD (107)
8861892ed7fffff,"Old Madras Road, Ramayya Circle, Halasuru",12.97522423754076,77.62378925516434,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892ed9fffff,"Old Airport Road, Attimaramma Circle, Domlur",12.961322335403937,77.63563729527662,NO PARKING (113) | WRONG PARKING (112) | DEFECTIVE NUMBER PLATE (116)
8861892edbfffff,"Cambridge Road, Nanavali Dargah, Agaram",12.9658486,77.6257442,PARKING ON FOOTPATH (105) | WRONG PARKING (112)
8861892eddfffff,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar",12.969912640370977,77.63824848667186,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892ee5fffff,"5th Main Road, B Channasandra, Banaswadi",13.00893455263158,77.65911947894737,NO PARKING (113) | WRONG PARKING (112) | DEFECTIVE NUMBER PLATE (116)
8861892ee7fffff,"4th Cross Road, Abbaiah Reddy Layout, Banaswadi",13.010264,77.6483628,NO PARKING (113)
8861892ee9fffff,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya",12.99313305824764,77.66094956568529,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892eebfffff,"Railway Line Road, NGEF Layout, Benaiganahalli",12.99205089632353,77.65237345294118,PARKING IN A MAIN ROAD (107) | NO PARKING (113) | WRONG PARKING (112)
8861892eedfffff,"2nd Main Road, Kasturi Nagar, Banaswadi",13.003305501639343,77.66252677540983,NO PARKING (113) | WRONG PARKING (112) | DEFECTIVE NUMBER PLATE (116)
8861892f2dfffff,No Junction,13.063394,77.7361362,PARKING NEAR ROAD CROSSING (104) | PARKING ON FOOTPATH (105) | WRONG PARKING (112)
8861892f43fffff,"Unnamed Road, NS Paradise Township, Muneshwara Layout Virgonagar",13.034362966666668,77.73081839999999,NO PARKING (113) | PARKING ON FOOTPATH (105)
8861892f47fffff,"MBT Road, Avalahalli South Taluka, Bengaluru",13.03538495802469,77.73521586790125,NO PARKING (113) | PARKING ON FOOTPATH (105) | PARKING NEAR ROAD CROSSING (104)
8861892f4dfffff,"Sai Baba Ashram Road, Sumadhura Eden Garden, Chikkabanahalli",13.0282733,77.7507203,H T V PROHIBITED (147) | OBSTRUCTING DRIVER (136) | WRONG PARKING (112)
8861892f51fffff,"BNE MD 233, Kodandaram, Medahalli",13.025186517391305,77.71867650869565,NO PARKING (113) | WRONG PARKING (112) | PARKING IN A MAIN ROAD (107)
8861892f53fffff,"MBT Road, Zero Tolerance Junction, KR Puram",13.019497497142858,77.7087763857143,NO PARKING (113) | WRONG PARKING (112)
8861892f55fffff,"MBT Road, Kodandaram, Medahalli",13.02648624814815,77.72070558518519,NO PARKING (113) | WRONG PARKING (112) | H T V PROHIBITED (147)
8861892f57fffff,"Parvathi Nagar Main Road, Vishwakarma Layout, Medahalli",13.0305764,77.7169953,WRONG PARKING (112)
8861892f5bfffff,"Basavanapura Road, Sri Manjunatha Layout, KR Puram",13.015688318181818,77.70938555454546,PARKING IN A MAIN ROAD (107) | PARKING NEAR ROAD CROSSING (104) | NO PARKING (113)
8861892f61fffff,"Bommanahalli Road, Mango Meadows Phase 4, Bommenahalli",13.05539405,77.745439,PARKING IN A MAIN ROAD (107) | NO PARKING (113)
8861892f67fffff,"Prestige Tranquility Road, Prestige Tranquility, Bommenahalli",13.0621037,77.7419802,PARKING IN A MAIN ROAD (107) | NO PARKING (113)
8861892f69fffff,"1st Cross Road, Subhams Antique City, Konadasapura",13.045852392546585,77.75030547018633,NO PARKING (113) | WRONG PARKING (112) | PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS (106)
88618934a5fffff,"Hosur Road, Siemens Healthineers Campus, Bommasandra Industrial Area",12.811375666666668,77.69438576666666,NO PARKING (113) | PARKING ON FOOTPATH (105) | DOUBLE PARKING (109)
88618934a7fffff,"Hosur Road, Janatha Colony, Bommasandra",12.817919566666667,77.68946882222222,WRONG PARKING (112) | NO PARKING (113) | PARKING ON FOOTPATH (105)
88618934adfffff,"Hosur Road, Bangaranna Khanavali, Bommasandra",12.806185382758619,77.69883077931036,NO PARKING (113) | PARKING IN A MAIN ROAD (107) | WRONG PARKING (112)
88618934e7fffff,"ANK MD 4, Chandapura Junction, Chandapura",12.8026667,77.7043117,PARKING ON FOOTPATH (105) | WRONG PARKING (112)
886189359bfffff,"Hosur Road, Janatha Colony, Bommasandra",12.818498688571427,77.68928221142859,WRONG PARKING (112) | NO PARKING (113) | PARKING ON FOOTPATH (105)
88618935b5fffff,"Gattahalli Road, Huskur Anekal Taluka, Bengaluru",12.861233233333332,77.70470373333332,WRONG PARKING (112) | PARKING ON FOOTPATH (105)
